fruit,longueur,largeur,r,v,b,sucre,eau,fibres
abricot#,7.0,5.0,230.37737622769635,116.72224380752348,53.49007135903265,2.0,87.0,1.8
abricot,7.473226827811174,5.046114368049122,237.90019700351928,140.67778014640348,53.1411680750008,0.2864164308058226,97.15040991610987,1.8785271496017057
abricot#,6.606701878596905,4.909736512499029,230.0,126.0,48.0,2.0,87.0,1.8
abricot#plus rouge~,7.0,5.0,245.9916719746403,122.44866209867747,50.20856430660729,2.0,87.0,1.8
abricot,6.223016734868681,4.975024281231023,223.00305999976987,128.08176194349065,43.093801282302266,1.630583322737497,91.24677381322633,1.7163682020884226
abricot#long~,7.6791830723581835,5.192503920919832,230.0,126.0,48.0,2.0,87.0,1.8
abricot#,7.0,5.0,225.8619248287976,131.1873971904816,56.497847719506346,2.0,87.0,1.8
abricot,6.233253024386156,4.893263325591461,225.30628601253133,136.9151479238119,46.09129846509619,8.90843417230272,92.50328193657685,1.9341448817796214
abricot#,7.243330007475154,5.579084787127437,230.0,126.0,48.0,2.0,87.0,1.8
abricot#,7.0,5.0,229.38619252669665,126.15417475100155,52.274545371668474,2.0,87.0,1.8
abricot,6.025262604674487,4.838288323867722,246.25832843718493,135.19014944684932,44.70600370548669,7.094575401337998,87.90653365394584,2.1459519157317417
abricot#large~,6.731541995099599,5.753404012450288,230.0,126.0,48.0,2.0,87.0,1.8
abricot#,7.0,5.0,229.5300947136683,124.97633953312112,50.06980130091382,2.0,87.0,1.8
abricot,7.437161782432889,4.98544662205993,231.84701056091833,128.25629931949723,53.49156735918023,-1.8015214361514609,93.85601159292294,2.7713880267329447
abricot#,6.7837917237493555,5.561058938263865,230.0,126.0,48.0,2.0,87.0,1.8
abricot#,7.0,5.0,223.48945985236804,129.66515166230263,45.15453483037468,2.0,87.0,1.8
abricot,6.9424384121983245,5.04488338793235,244.28492858973067,137.9940880515125,75.14569763948099,4.503688445954333,89.79854608204333,1.200672657002847
abricot#,6.653746988739064,5.3773742770841935,230.0,126.0,48.0,2.0,87.0,1.8
abricot#,7.0,5.0,227.80544660457554,118.28508090924521,53.3976587188005,2.0,87.0,1.8
abricot,8.718288368008976,5.488464141621013,220.34799692055046,120.94283736905803,34.380102531662075,2.1295687865814914,91.32110231144736,1.697969033502027
abricot#fin~,7.274938435412425,4.237226077736181,230.0,126.0,48.0,2.0,87.0,1.8
abricot#plus bleu~,7.0,5.0,239.48823236682676,125.32637086714891,70.02438194822321,2.0,87.0,1.8
abricot,6.5976355646317355,5.302990076250371,228.43541427460747,134.29022995940716,49.47306499127645,-2.357955859606929,78.35078316438086,2.5615478823275986
abricot#,6.524805662246683,4.931198135088419,230.0,126.0,48.0,2.0,87.0,1.8
abricot#,7.0,5.0,220.54350159382014,135.60497986033002,49.39492461562197,2.0,87.0,1.8
abricot,6.161563695869114,5.337585766264121,222.27451994691867,124.30852270346949,43.00550908353506,3.7993428154539735,88.4800522490612,1.8581777138181168
abricot#long~fin~,7.775993526795724,3.9404850328876,230.0,126.0,48.0,2.0,87.0,1.8
abricot#,7.0,5.0,230.96197153973444,125.6501323044587,38.1432082174525,2.0,87.0,1.8
abricot,7.082426778127836,5.2699956277355,230.4691317267831,124.5431583449934,60.79891443354721,-3.1401049745950385,85.95263939159189,2.32632608716981
abricot#petit~,6.069002318448966,4.578482802909101,230.0,126.0,48.0,2.0,87.0,1.8
abricot#moins rouge~,7.0,5.0,212.5854679247683,119.61233282483646,48.07184780424293,2.0,87.0,1.8
abricot,7.424816301333677,4.2377646308152,235.61227360426287,114.06734839303338,52.923909192200455,2.758073753120807,95.95630512068908,1.607441248090857
abricot#,7.454602088552353,4.851034592554607,230.0,126.0,48.0,2.0,87.0,1.8
abricot#,7.0,5.0,229.01307234978879,129.25692665389985,55.19011584645637,2.0,87.0,1.8
abricot,6.772790341094871,4.616076660336766,218.2341262389813,123.1324939468972,42.438148301088304,-4.186275380290736,88.54776328560256,1.6987384322909305
abricot#,7.1342489985822155,5.266011717887953,230.0,126.0,48.0,2.0,87.0,1.8
abricot#,7.0,5.0,234.3716089386302,118.07516044551339,57.28797721147959,2.0,87.0,1.8
abricot,7.208398112263199,5.052634619717229,222.66782734420352,126.16889527677851,73.15917153284285,-4.154565237607866,84.07483613802364,2.0885808801214547
abricot#,6.7406302091673815,4.562573732037488,230.0,126.0,48.0,2.0,87.0,1.8
abricot#,7.0,5.0,223.9380271278002,117.33096296628958,48.18617496985698,2.0,87.0,1.8
abricot,7.196354924817149,4.281847271325866,220.14539335377177,121.77066179419012,56.98057322335491,-5.696860058725489,84.01327995689486,1.8130781139586767
abricot#petit~,5.895962173203881,4.637995779010703,230.0,126.0,48.0,2.0,87.0,1.8
abricot#,7.0,5.0,233.49540687095913,128.51677521121331,49.648855496224286,2.0,87.0,1.8
abricot,6.1961640718329685,4.98106928418483,234.75186848935343,120.63339348581053,53.110316578302545,4.327874674510821,88.46447574738474,0.9701385418815577
abricot#long~,7.538740537519091,4.954381681885016,230.0,126.0,48.0,2.0,87.0,1.8
abricot#plus rouge~,7.0,5.0,245.5637833296327,126.32829252807599,46.75925868285387,2.0,87.0,1.8
abricot,7.560272027148394,4.667799386566833,234.75033690582472,138.30982332257042,47.64603874206801,12.247947680959971,85.43928381336897,2.2948495901503065
abricot#petit~,6.346665510805278,4.767311410782003,230.0,126.0,48.0,2.0,87.0,1.8
abricot#plus rouge~plus bleu~,7.0,5.0,240.3728680864078,120.88659431245723,65.18022066672437,2.0,87.0,1.8
abricot,6.7615372684146084,6.067187444088536,230.21043866162736,130.2038039504284,26.35894084728882,-7.242654310166246,81.15715452397488,1.5494991137108203
abricot#petit~,6.18870180066177,5.200236886231225,230.0,126.0,48.0,2.0,87.0,1.8
abricot#moins vert~,7.0,5.0,231.90136339500953,111.58056057752282,46.89953674844989,2.0,87.0,1.8
abricot,7.163944142443319,5.496879868242253,231.92300779039235,120.78588672229509,48.97635356132516,2.8496467866290276,80.01902648257817,2.158383244826051
abricot#fin~,7.399977253450099,4.034143469180123,230.0,126.0,48.0,2.0,87.0,1.8
abricot#,7.0,5.0,220.67394175015406,117.09488085932078,43.013328474804126,2.0,87.0,1.8
abricot,7.168625478150518,5.007361627502544,242.44769290962276,122.86452982783634,59.1756647435162,-7.5904986713744105,85.42144319611873,1.248825234723527
abricot#long~,7.575825203495838,5.386868654012758,230.0,126.0,48.0,2.0,87.0,1.8
pomme#,10.190806076827764,5.193332455835982,52.0,201.0,36.0,50.0,85.0,1.4
pomme#,8.0,8.0,19.79165579182515,196.02681108611063,5.529824195830756,50.0,85.0,1.4
pomme,6.921190382825844,10.924883076399073,80.68950136119881,139.26593617600122,25.365904219316874,49.8551347800033,87.35917402004115,1.8746519338493712
pomme#,8.556762876947971,9.512356483048501,52.0,201.0,36.0,50.0,85.0,1.4
pomme#,8.0,8.0,34.1719562593896,219.65098578155846,47.89969540415805,50.0,85.0,1.4
pomme,7.513326142698873,4.565669856041333,24.030873280681522,224.97394075450592,15.443260095087599,47.49402565428337,81.94451109603118,1.6826162601654917
pomme#,5.932489638520382,9.156205140359642,52.0,201.0,36.0,50.0,85.0,1.4
pomme#plus rouge~,8.0,8.0,155.96300838308684,195.35348230688186,61.3475484206873,50.0,85.0,1.4
pomme,6.647971386472733,10.410061549514754,42.87689792843591,171.11557290107837,104.39417435692428,48.35657768489868,84.08189701180969,0.8459136677315968
pomme#,9.632529886720647,10.68423690059284,52.0,201.0,36.0,50.0,85.0,1.4
pomme#moins bleu~,8.0,8.0,78.28856831428038,190.67656121498308,-8.581232984366537,50.0,85.0,1.4
pomme,5.0564066426534975,4.123650342166643,67.66953265635391,198.4570055734365,36.57275284893683,48.87030326096537,84.15247786162186,0.4994320955092503
pomme#,5.423437313904141,10.274717425111128,52.0,201.0,36.0,50.0,85.0,1.4
pomme#,8.0,8.0,26.81030601284757,183.6331758839411,7.047049358245612,50.0,85.0,1.4
pomme,7.263047045400501,8.02427599132,130.98210148239906,186.9356636537687,49.81385127376412,49.3265063828589,87.27022133069202,1.8700776849644163
pomme#long~,14.020081518900993,6.673060151987908,52.0,201.0,36.0,50.0,85.0,1.4
pomme#moins rouge~moins vert~,8.0,8.0,-12.287931228333804,85.03606854753443,24.284837628198705,50.0,85.0,1.4
pomme,9.619535194004353,11.947943502917376,62.518965994852294,193.37227845304034,79.3387775609042,50.90441087698549,87.93099283804649,0.7731321385698099
pomme#,10.30101465617313,9.451570968491612,52.0,201.0,36.0,50.0,85.0,1.4
pomme#,8.0,8.0,85.37857638563105,179.1441223246418,41.22303395043795,50.0,85.0,1.4
pomme,12.473745561068592,14.76798459482947,116.05643793459876,174.29586907099164,52.96722012592228,47.48910695552083,87.10782616115387,0.6260287179117823
pomme#,10.201907983416522,5.750535986788935,52.0,201.0,36.0,50.0,85.0,1.4
pomme#moins rouge~,8.0,8.0,11.067388915715455,221.98522054598374,37.972405185956724,50.0,85.0,1.4
pomme,6.884837626194463,12.548601005180176,63.30179978270667,195.1442645877363,71.51660390489769,48.11233893750402,79.90210116307942,-0.40182783250150633
pomme#long~,13.64424911074616,6.494878392890916,52.0,201.0,36.0,50.0,85.0,1.4
pomme#,8.0,8.0,28.971366658800005,209.29940685710207,44.401828017735944,50.0,85.0,1.4
pomme,9.559807493188872,8.499815412122825,33.04804056564659,194.51520572155064,-4.30617244973768,51.5507747153784,88.93413987543973,1.023895390143319
pomme#fin~,7.391455891527154,2.911364833746788,52.0,201.0,36.0,50.0,85.0,1.4
pomme#moins vert~,8.0,8.0,40.5178012721523,155.70295102812855,26.50063024641338,50.0,85.0,1.4
pomme,3.895797815113747,9.199825169245917,15.19152013878378,198.83110356159918,-61.698034292986634,51.47089471927256,83.16700128060666,0.8007844448087246
pomme#,8.237738522886097,7.434184680217432,52.0,201.0,36.0,50.0,85.0,1.4
pomme#,8.0,8.0,80.25617361705349,235.15304199542953,63.402633031134954,50.0,85.0,1.4
pomme,13.032736452024778,6.509187455693764,89.28062740290582,227.76993354407986,88.84435432669912,49.98282706942913,91.35529041803575,1.2950281737456195
pomme#fin~,7.758249017810448,3.4946477032444427,52.0,201.0,36.0,50.0,85.0,1.4
pomme#plus rouge~plus bleu~,8.0,8.0,128.95809582298332,218.79066953212003,106.9382601389231,50.0,85.0,1.4
pomme,5.1357295009361135,6.009108292268138,36.44708899887031,204.004600322058,28.589594656461298,50.337770314372115,86.21752838857707,2.299207752164725
pomme#,7.873889880554476,9.69809783547718,52.0,201.0,36.0,50.0,85.0,1.4
pomme#moins rouge~,8.0,8.0,7.494546356085486,222.667348090365,10.976255247265424,50.0,85.0,1.4
pomme,3.739383377032653,8.937679759785306,103.06595881915754,169.70085715159726,63.820923194116574,51.5261802270923,81.3698182509483,3.2830479091919944
pomme#,9.185423929625845,8.508619407610867,52.0,201.0,36.0,50.0,85.0,1.4
pomme#plus vert~,8.0,8.0,58.01629512307377,261.0113182833653,31.95492505455151,50.0,85.0,1.4
pomme,-0.4777135464809419,11.414920145541416,19.85622304914888,148.11660368361657,-2.867355250367268,49.43932827448515,83.46530614506347,2.4448941119746266
pomme#,6.987870170989317,10.444121297684731,52.0,201.0,36.0,50.0,85.0,1.4
pomme#moins rouge~,8.0,8.0,-14.185283030571782,209.2459127758497,48.06038214030275,50.0,85.0,1.4
pomme,4.733013456472177,4.524269075036136,63.17100247578158,248.12052362783194,2.948969640771594,50.3209485157941,89.13271110015636,2.287667576969471
pomme#petit~,4.020217429286128,7.128468389323485,52.0,201.0,36.0,50.0,85.0,1.4
pomme#moins rouge~,8.0,8.0,9.729612056183647,164.349893686337,-0.9435979802307131,50.0,85.0,1.4
pomme,10.157586281693566,3.80886748770435,36.64612972730489,188.90696876686664,0.05440579986572658,49.49141222487924,83.36298202017882,1.1945245453078785
pomme#large~,9.001610798528409,11.352242762185965,52.0,201.0,36.0,50.0,85.0,1.4
pomme#plus rouge~,8.0,8.0,135.43096957691955,203.8284392902338,47.53356535166843,50.0,85.0,1.4
pomme,6.956684480807917,6.609911515938817,-55.068905059946474,149.59370030983106,-16.904480343383725,53.19252607498809,81.56325491509631,2.457482624333183
pomme#,7.368102920864034,8.326942048174768,52.0,201.0,36.0,50.0,85.0,1.4
pomme#plus rouge~,8.0,8.0,123.88328364966574,174.11926016727696,43.909663024667246,50.0,85.0,1.4
pomme,8.617338225375033,5.005659663348671,50.24988530513409,178.96526106817274,57.542019673783244,51.55793479275434,80.98912818776272,0.0544789114145916
pomme#,8.500240773191248,9.365129000825123,52.0,201.0,36.0,50.0,85.0,1.4
pomme#,8.0,8.0,88.37641102870599,194.89292700191888,35.667146914681744,50.0,85.0,1.4
pomme,7.43166299605026,7.73832402538138,161.2633412048391,198.85555112144633,59.6406788184444,50.11209291495664,84.6490859083314,2.150612373412267
pomme#,9.208513762422116,7.831363163918664,52.0,201.0,36.0,50.0,85.0,1.4
pomme#plus rouge~plus vert~plus bleu~,8.0,8.0,94.75257412667625,251.52759199778833,90.57035412995884,50.0,85.0,1.4
pomme,11.023920077444629,6.131703308849682,63.74517821092198,164.19544481303123,72.41418986762123,49.82156276814995,80.67244658143419,2.0904220805802973
pomme#,10.20012062455815,7.886920538101809,52.0,201.0,36.0,50.0,85.0,1.4
pomme#moins vert~plus bleu~,8.0,8.0,60.0382132598148,148.05061552435689,79.85169127627408,50.0,85.0,1.4
pomme,7.191196466512371,11.210326000525544,83.94924252306193,189.37717792566195,58.7410184752361,50.071499562141504,80.30994137975118,2.036657828065085
pomme#,8.522646473777751,8.82551240779743,52.0,201.0,36.0,50.0,85.0,1.4
pomme#plus rouge~,8.0,8.0,100.2023422194031,210.05070383214994,59.31950490882633,50.0,85.0,1.4
pomme,4.752153077535012,6.7881047032455575,20.942057886727554,166.55627439341308,25.732267161063263,50.635131080874196,92.47810831671296,-0.025019549167685007
pomme#,9.822744389892007,8.04085250188647,52.0,201.0,36.0,50.0,85.0,1.4
pomme#moins rouge~,8.0,8.0,-5.2295864983547204,175.78802077917348,40.688772189691214,50.0,85.0,1.4
pomme,11.237290913823653,13.166150016354347,72.42130219610544,234.03484894025937,52.60622579386498,51.16212084735692,87.29092263171474,-1.2894467032602503
pomme#petit~,4.25781287308263,6.1202893088439065,52.0,201.0,36.0,50.0,85.0,1.4
pomme#moins vert~,8.0,8.0,33.23600710277249,144.94245961185248,23.01051873272106,50.0,85.0,1.4
pomme,7.304707230184066,8.467348197363744,73.15516183756066,189.74599005401043,-17.89769254670049,51.610961621501396,87.25430552199553,0.5421110895905501
pomme#,5.282959046598441,6.28515724587268,52.0,201.0,36.0,50.0,85.0,1.4
pomme#moins rouge~,8.0,8.0,-22.75485756568166,188.76995089870383,61.899742704894734,50.0,85.0,1.4
pomme,6.271851099212414,9.907685367949746,19.604157939070653,200.6514285223311,45.284471567847376,47.95394430862793,86.3529675654647,1.4801081346567702
pomme#long~large~,12.305668416341762,13.428504611702369,52.0,201.0,36.0,50.0,85.0,1.4
pomme#plus rouge~,8.0,8.0,106.94095231145775,176.1432626866591,34.55077955257443,50.0,85.0,1.4
pomme,7.880304743847632,2.10295784513061,42.55459610262707,223.46081463648164,43.24133268552714,51.93349899833341,82.8954565556196,1.6379103567635651
pomme#,5.476844071332357,5.544411114661034,52.0,201.0,36.0,50.0,85.0,1.4
pomme#moins rouge~moins bleu~,8.0,8.0,-11.04085603717538,210.83517734221996,-38.086395587939805,50.0,85.0,1.4
pomme,12.379327483397251,2.0105155578008134,80.11378000368683,222.7583981435164,105.01972408767759,48.04647849846482,78.76946156010841,0.5008474221311525
pomme#petit~,2.6367922100111016,7.059573855993362,52.0,201.0,36.0,50.0,85.0,1.4
pomme#moins vert~moins bleu~,8.0,8.0,44.994193942458,138.56215908903962,-36.63739094054911,50.0,85.0,1.4
pomme,8.428054531236777,5.150259618659122,91.78371872096375,162.61826093932297,21.246173439046302,47.81326333571391,83.36136355646063,2.266933147255884
pomme#,6.584219000601704,7.860267081062242,52.0,201.0,36.0,50.0,85.0,1.4
pomme#,8.0,8.0,89.24362351050789,233.99645608304553,55.8392312842163,50.0,85.0,1.4
pomme,6.0953195013225,8.615787844294783,73.58822504258589,273.4747224005487,45.741539973726546,50.31850598659467,82.7603981163421,1.1576415479211866
pomme#fin~,10.869572062689311,4.422501909991829,52.0,201.0,36.0,50.0,85.0,1.4
pomme#plus bleu~,8.0,8.0,31.577318781021734,228.00603229229364,97.10095961886566,50.0,85.0,1.4
pomme,5.198333214630129,4.589158706842273,0.18572847768079725,68.42262324177321,44.19815029239422,50.285149620654394,83.34406854987574,2.5975342150376024
pomme#,7.537640372551299,5.133538880243882,52.0,201.0,36.0,50.0,85.0,1.4
pomme#plus rouge~moins vert~,8.0,8.0,97.42789187486675,148.34616557914984,10.337560472907697,50.0,85.0,1.4
pomme,9.487450030373306,3.175519199613837,-2.6708533580842158,256.3750875311351,-17.710360459810246,50.19241000593587,92.30173625791275,1.9583364054046626
pomme#fin~,5.025388842740908,2.133803140485444,52.0,201.0,36.0,50.0,85.0,1.4
pomme#moins vert~moins bleu~,8.0,8.0,78.18963226043377,150.96349251499566,-29.43222468036899,50.0,85.0,1.4
pomme,10.316856529753858,7.697516834098407,73.58483253627791,190.8846311726136,56.564582660968114,51.69486579813111,88.10913718080934,2.976654887540216
pomme#,8.443655852241537,8.271155862778828,52.0,201.0,36.0,50.0,85.0,1.4
pomme#,8.0,8.0,15.936664571315085,169.6621732891207,31.975147790617573,50.0,85.0,1.4
pomme,6.480294625072348,4.181147123206757,79.67239330992251,158.69859063274419,96.31206698826938,50.29619651135556,88.04116970234625,3.1006406639093136
pomme#,9.724732724144596,9.323323202810755,52.0,201.0,36.0,50.0,85.0,1.4
carotte#large~,17.505921770518768,6.635219029522649,244.0,102.0,27.0,4.0,90.0,2.7
carotte#,15.0,3.0,240.17318312328268,96.10329220377298,35.619640672068414,4.0,90.0,2.7
carotte,20.912385111255777,2.8428784829594136,240.42022303638868,112.32481766221643,37.68866505111903,4.0777837548108575,86.73553483855973,2.528706289017973
carotte#,20.026144712345854,3.408126102328642,244.0,102.0,27.0,4.0,90.0,2.7
carotte#moins bleu~,15.0,3.0,251.57848955450288,103.48806438489423,15.338227368002018,4.0,90.0,2.7
carotte,20.654619474284956,1.2604929219504968,225.07423735612016,123.34933124292738,12.640736418524623,2.9844260085440424,88.0448716693218,2.7868667602365074
carotte#fin~,17.997158891772962,0.6357562393889022,244.0,102.0,27.0,4.0,90.0,2.7
carotte#moins rouge~moins vert~plus bleu~,15.0,3.0,227.72081230171142,90.42746452504517,45.95659341041156,4.0,90.0,2.7
carotte,21.858715306101555,-2.2846661043408822,236.76410886477981,97.62995267795881,26.484489283949326,4.260961057590873,89.58691700480226,3.093973869590622
carotte#fin~,14.633718489627947,1.2549440156051972,244.0,102.0,27.0,4.0,90.0,2.7
carotte#,15.0,3.0,251.39828174256257,108.88754981892156,35.725741421212284,4.0,90.0,2.7
carotte,10.198837981800338,3.171606671210975,225.06723085555936,112.88530718962892,37.86348657804271,4.7965572375682415,91.24275671122619,1.5453832316324791
carotte#,14.855650070195306,1.7503204367724998,244.0,102.0,27.0,4.0,90.0,2.7
carotte#moins rouge~plus bleu~,15.0,3.0,230.1695139378604,110.4772509814595,38.4084177214299,4.0,90.0,2.7
carotte,18.804842701811396,0.8316454929810497,253.27118269661997,109.07664558859953,45.860563162936785,3.8943288371802653,85.74988459370697,2.6902183375803856
carotte#,9.223596707760834,3.4649232170485424,244.0,102.0,27.0,4.0,90.0,2.7
carotte#,15.0,3.0,246.07634662433856,101.99349655010832,34.127659589455874,4.0,90.0,2.7
carotte,-0.7831512843876087,5.0889962724919,244.39463053377617,102.95146536789315,38.04946297223587,5.0268685335885905,90.34770134581301,2.2613955025591572
carotte#fin~,14.30818613871494,-0.18849099026631677,244.0,102.0,27.0,4.0,90.0,2.7
carotte#plus rouge~,15.0,3.0,256.2274412393644,94.3571105085347,30.900244729614382,4.0,90.0,2.7
carotte,8.709668231251808,0.5398368787220251,253.1147497101254,102.56220648977511,42.14157899519721,3.657897339200992,87.10782970781541,2.709948420977352
carotte#petit~,5.274258127902726,1.6658194323754831,244.0,102.0,27.0,4.0,90.0,2.7
carotte#plus vert~,15.0,3.0,235.1361143922086,112.85496964369693,33.276757033353825,4.0,90.0,2.7
carotte,10.145911609519407,-8.932369875536775,247.66835246590404,101.28623089307654,25.495119905505078,5.466190471025795,87.11444493667868,2.054985243375211
carotte#,20.563483850172453,2.857659271488806,244.0,102.0,27.0,4.0,90.0,2.7
carotte#moins bleu~,15.0,3.0,238.12610923032344,104.51549954579193,15.401972336836112,4.0,90.0,2.7
carotte,21.65462906428943,0.3400364439468979,235.77623036524076,101.26761822187842,21.511507718498294,6.039617323035282,87.80873462381498,1.9610350854045646
carotte#long~,25.105213611326445,2.969858509723918,244.0,102.0,27.0,4.0,90.0,2.7
carotte#moins rouge~,15.0,3.0,223.6964217552299,108.0977755106415,30.915585765376967,4.0,90.0,2.7
carotte,17.3142419517801,4.8408021685419955,234.006205047659,111.35311303018896,36.55599004034873,3.3233664409038064,91.77816887459012,1.931671171254954
carotte#,10.592315978193936,2.585782669405278,244.0,102.0,27.0,4.0,90.0,2.7
carotte#,15.0,3.0,251.11168560478558,103.0603408736591,29.136516130087237,4.0,90.0,2.7
carotte,18.27126077049166,-2.797129469448704,238.44502520769117,112.08944018209964,33.45899460617454,5.37790368404763,91.85529677468911,1.9190525807069556
carotte#,8.719707940932697,2.3643638662230195,244.0,102.0,27.0,4.0,90.0,2.7
carotte#plus bleu~,15.0,3.0,246.12511633304723,107.950071617259,40.75864686220717,4.0,90.0,2.7
carotte,0.8056325408609872,-0.4670985894891153,237.65097540770816,104.306244119005,15.548987732239775,5.007254875185736,96.68734340521021,2.0326312678733567
carotte#,13.663473626499636,2.9784054332025134,244.0,102.0,27.0,4.0,90.0,2.7
carotte#moins bleu~,15.0,3.0,240.88666300562267,101.70815391435531,15.28178734621818,4.0,90.0,2.7
carotte,11.999753975631357,3.2539513457346247,236.32258083968307,94.17496109910078,27.95424288860543,3.2729794758793753,93.56392676407087,4.013849690821954
carotte#fin~,17.763221584280835,1.171827731409722,244.0,102.0,27.0,4.0,90.0,2.7
