,longueur,v_longueur,largeur,v_largeur,r,v,b,v_rvb,sucre,v_sucre,eau,v_eau,fibres,v_fibre
abricot5,7.185533397008582,0.5,5.154577555933675,230.0,125.90330047422893,47.095633061504124,10.934158171942142,2.0,4.7674213070708396,5.0,83.93265122219367,5.0,0.5838235706133852,0.5
abricot6,6.817098881775317,0.5,205.414756841171,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot7,7.0,0.5,5.0,230.0,125.03349677486294,49.84533388643666,10.525498058685267,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot8,6.810823975511405,0.5,5.141891934679645,230.0,129.41794251646817,48.59169631509486,10.718101274688024,2.0,11.998950402703937,5.0,87.36747588094505,5.0,2.0860422922762747,0.5
abricot9,6.454111399630855,0.5,371.9533560914887,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot10,7.0,0.5,5.0,230.0,124.5515456625199,47.43867728096077,7.593069826764083,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot11,6.179238797191235,0.5,6.118476916574335,230.0,124.14262088994396,51.39490784836365,9.351861525374188,2.0,12.113995966434523,5.0,87.86806961035236,5.0,1.763579699255172,0.5
abricot12,6.446001099018388,0.5,-310.10138215631827,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot13,7.0,0.5,5.0,230.0,124.01302857134712,45.43896126023479,7.841029569674394,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot14,7.236754598334998,0.5,5.519768605520209,230.0,128.05528096514476,49.29443499327363,12.286601503609129,2.0,13.303619068340467,5.0,85.5952135692749,5.0,2.8865195336639804,0.5
abricot15,7.114027250681599,0.5,12.084010292014161,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot16,7.0,0.5,5.0,230.0,126.81548674545799,48.33967553389461,8.631864599856272,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot17,7.027325851434971,0.5,5.620285929695056,230.0,125.12022161304363,50.92084500679381,10.306543037515828,2.0,1.4770027370403382,5.0,96.04425974100019,5.0,1.1225969457944598,0.5
abricot18,6.797472169524336,0.5,75.22973280449447,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot19,7.0,0.5,5.0,230.0,123.33296701851418,49.005503849147395,13.359326658912465,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot20,6.3783695033507115,0.5,4.379983881003723,230.0,127.48950391574668,48.817462912082036,10.314843383779191,2.0,6.352884038771839,5.0,90.49442244718301,5.0,1.7471154360245649,0.5
abricot21,6.976420239714738,0.5,-36.13103479632141,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot22,7.0,0.5,5.0,230.0,127.02042065703036,44.8457284930487,9.805192055801559,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot23,6.428443263304032,0.5,4.6728010296443925,230.0,127.39062842802164,45.15815569549975,10.258871695380295,2.0,4.339680307630034,5.0,86.2493955012267,5.0,1.9267254389265613,0.5
abricot24,7.365865570937643,0.5,230.27728925841961,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot25,7.0,0.5,5.0,230.0,130.92837657684242,50.105494312982415,8.421248698851317,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot26,6.18597395786817,0.5,4.931497265412634,230.0,125.9938175776179,46.27947436091404,7.985941286128307,2.0,-0.715889381305967,5.0,93.30884052946311,5.0,2.69043056870712,0.5
abricot27,7.800945510090717,0.5,-233.32134140239398,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot28,7.0,0.5,5.0,230.0,125.74260653632804,49.45946346464254,11.835306247457645,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot29,6.306446785369894,0.5,4.793741045907358,230.0,128.90982389965356,48.32610713823464,8.3298647596032,2.0,5.208183703024261,5.0,96.00030370600342,5.0,1.7248957623586292,0.5
abricot30,7.390503863533826,0.5,-384.1419105134533,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot31,7.0,0.5,5.0,230.0,128.19303158135872,49.44987259978111,11.96039760237379,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot32,6.7340595190363155,0.5,4.762621650486154,230.0,126.68188693772693,46.884875039564434,8.310334490716322,2.0,3.652344285812246,5.0,87.96007071269258,5.0,1.4227237411472267,0.5
abricot33,6.170181965487233,0.5,398.4666998478423,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot34,7.0,0.5,5.0,230.0,125.7521485729873,49.15582855126889,9.995146265818823,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot35,6.658352722827377,0.5,4.233278880268761,230.0,126.44888755312364,45.79632150580478,10.089086591002324,2.0,5.582895681397227,5.0,96.26542971627822,5.0,2.4196831412672473,0.5
abricot36,7.769257498732385,0.5,-179.24264037674962,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot37,7.0,0.5,5.0,230.0,125.2045257981839,46.685503940361485,13.03189261783053,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot38,7.080419160863889,0.5,5.355537974641954,230.0,125.25584432692207,46.05284698955561,7.777915761784156,2.0,12.49376799316874,5.0,84.72731634577032,5.0,2.015108540088003,0.5
abricot39,6.030134859670371,0.5,5.527271670486963,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot40,7.0,0.5,5.0,230.0,126.59568499960375,50.962701793408655,12.878418180591492,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot41,5.8715034332352305,0.5,4.57982888602573,230.0,124.48235325926554,47.24812366653461,10.424486848853755,2.0,6.5197055832429625,5.0,91.08842500415018,5.0,1.6416188108666459,0.5
abricot42,7.295557518304772,0.5,28.351340212385306,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot43,7.0,0.5,5.0,230.0,126.00591412010398,46.84044662599608,9.350386693121486,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot44,6.323235350280548,0.5,5.685389166189556,230.0,126.61818799909125,49.01508999335689,12.44154512037937,2.0,14.016465513905722,5.0,84.79295503224438,5.0,0.6374327292493567,0.5
abricot45,6.980917029042252,0.5,-72.69889993971998,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot46,7.0,0.5,5.0,230.0,123.5950429033869,45.71691970921159,10.704759714433091,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot47,7.252317547649754,0.5,5.321787873596677,230.0,126.12087300420947,48.05281506063764,8.84646017599031,2.0,12.279342059314242,5.0,81.42934071445212,5.0,1.57287839229609,0.5
abricot48,7.6079417175968365,0.5,-171.98104455894688,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot49,7.0,0.5,5.0,230.0,125.83877144860814,52.03034190340921,11.259183811364592,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot50,7.239166049354948,0.5,5.648411584989048,230.0,126.51292969744969,51.06416817817054,8.217120569794796,2.0,8.30588845700303,5.0,101.67103667409907,5.0,1.5279281125909867,0.5
abricot51,7.752099746608743,0.5,-10.733956092792084,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot52,7.0,0.5,5.0,230.0,125.6333292116546,47.981937621611415,8.76905682767681,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot53,6.369569863132966,0.5,4.787839266245609,230.0,125.57887042940061,47.222936628609496,9.204609942815017,2.0,2.9406960736816994,5.0,79.12039542193487,5.0,1.4013474875905123,0.5
abricot54,7.533232703150757,0.5,-179.39703461140277,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot55,7.0,0.5,5.0,230.0,121.77902116288895,49.27691280306283,13.504488111546596,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot56,6.975316171635674,0.5,4.4357064038588465,230.0,124.84682041580925,49.67013634462277,12.402272572295004,2.0,3.416646092810915,5.0,91.19980476201012,5.0,1.6814902289302023,0.5
abricot57,6.731724941475027,0.5,-48.338710574600384,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot58,7.0,0.5,5.0,230.0,126.80477960650052,49.55506618280077,9.677325335909233,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot59,7.145722807873015,0.5,4.22100166137295,230.0,127.94722432892934,48.7644590828014,13.461340641458486,2.0,2.288747631271187,5.0,86.20605920959937,5.0,2.0984973343301094,0.5
abricot60,6.593282236023961,0.5,-128.94918009645062,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot61,7.0,0.5,5.0,230.0,125.4785032771705,45.12514214818715,12.315765392289581,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot62,7.041903115339366,0.5,5.339356544937635,230.0,127.5364663028008,46.6052983051956,12.836300545233339,2.0,1.7167743410746605,5.0,85.46507986516443,5.0,1.3043009205176415,0.5
abricot63,7.849251226594468,0.5,-231.98990969119484,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot64,7.0,0.5,5.0,230.0,124.37275177514648,46.72946457087289,9.197095935519918,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot65,7.365232550561471,0.5,4.4073200314109355,230.0,127.4052060049788,46.56926899577434,10.209822385834613,2.0,7.571726877397717,5.0,85.55442371874706,5.0,1.45252334845742,0.5
abricot66,7.840755700831971,0.5,419.2561385448623,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot67,7.0,0.5,5.0,230.0,128.85752665859502,46.95337325595794,9.899656860834812,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot68,6.450407898005649,0.5,5.707222612303985,230.0,123.65092313787238,49.985797480345056,12.198434973225938,2.0,2.9578669950058414,5.0,92.22345323109111,5.0,1.4106239877506823,0.5
abricot69,7.576428796862642,0.5,-4.850230856613454,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot70,7.0,0.5,5.0,230.0,124.10023931671402,46.749627412488486,7.00457557805464,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot71,7.404704128747804,0.5,5.041539474988521,230.0,125.02326909064904,45.56808428666086,10.508245544588657,2.0,7.704536789541933,5.0,75.67130493374842,5.0,2.4325464762402556,0.5
abricot72,6.894814097417441,0.5,-497.70738208913855,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot73,7.0,0.5,5.0,230.0,120.83181347518013,48.12057297200775,6.1389715284108926,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot74,7.219447729034186,0.5,5.351923541060889,230.0,123.11908077165327,47.47056939099629,10.71619422398777,2.0,4.644215253421449,5.0,91.3291383788668,5.0,2.3830299015840124,0.5
abricot75,6.641543682043394,0.5,66.41523255411676,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot76,7.0,0.5,5.0,230.0,124.54185173239483,46.77264418974001,10.419226464241987,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot77,7.433510629427103,0.5,5.188855782514013,230.0,125.71300083011761,45.05326647647956,9.361602064489198,2.0,7.408803111678225,5.0,80.53997490614944,5.0,1.4201956808048077,0.5
abricot78,7.354527359799613,0.5,-139.40498425079036,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot79,7.0,0.5,5.0,230.0,124.67886932151958,49.968819236579485,8.995967472307374,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot80,7.365927083379768,0.5,5.159582961915389,230.0,121.82457235312607,51.00120845371107,13.369688728224304,2.0,10.727039188386978,5.0,90.35864751098003,5.0,2.012695687005388,0.5
abricot81,7.4727351146302015,0.5,343.7244006427281,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot82,7.0,0.5,5.0,230.0,127.2487884995936,47.89906790683286,13.051267877834771,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot83,7.201940472493544,0.5,5.521440995168286,230.0,127.14997797509092,47.86386972583744,8.227972874733885,2.0,11.037158556260172,5.0,76.52446303421505,5.0,1.2419414116376615,0.5
abricot84,8.141270727599837,0.5,53.535717552718346,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot85,7.0,0.5,5.0,230.0,125.775828649517,46.64500037321525,10.022698984359524,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot86,6.9352855965055245,0.5,5.687896333609425,230.0,125.37142938614697,50.94316229076412,7.986051446352462,2.0,9.223272286280338,5.0,85.70160229255374,5.0,2.203180439792652,0.5
abricot87,7.591254040694632,0.5,-42.7301934616285,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot88,7.0,0.5,5.0,230.0,127.33703043435216,46.313937084461585,8.587256113439866,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot89,6.7803427145675075,0.5,4.816668651970481,230.0,128.39519428585945,48.4494486989689,10.595225260995859,2.0,12.518161772408602,5.0,94.08066301755608,5.0,2.2892205723159114,0.5
abricot90,6.356882691051965,0.5,-614.8701831135171,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot91,7.0,0.5,5.0,230.0,124.71081035275742,49.767124723831266,10.910449273517203,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot92,6.631350487582539,0.5,5.514572285487642,230.0,125.00352138208413,49.698345193619026,8.897040867252896,2.0,13.410520159653313,5.0,87.77736675909415,5.0,1.996399780147009,0.5
abricot93,6.876111478294343,0.5,37.54512632543274,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot94,7.0,0.5,5.0,230.0,126.94494108824806,47.4325312287871,9.847090650328196,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot95,7.3408600907949335,0.5,4.857487362409531,230.0,129.2461780763395,51.308272020438125,7.704658499411653,2.0,4.655267129722553,5.0,82.3332961213439,5.0,2.7757044827943407,0.5
abricot96,6.609654033776076,0.5,161.20058056316046,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot97,7.0,0.5,5.0,230.0,124.99871903742105,51.86384565315083,11.172279913744834,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot98,6.710650423059785,0.5,5.225718967875211,230.0,124.22017699198925,46.9063795925548,13.528563217596314,2.0,5.412083151797614,5.0,88.30529779027998,5.0,2.016592746749112,0.5
abricot99,7.615688804257628,0.5,-393.349648742506,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
pomme0,6.0546978991261735,3.0,69.05159197065913,52.0,201.0,36.0,40.0,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme1,8.0,3.0,8.0,52.0,226.35331817063553,25.952605297612692,43.73079368756407,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme2,10.39277736415893,3.0,12.078334526189453,52.0,150.22848262443074,14.513665480572644,149.76299186449546,50.0,0.42228788658416727,1.5,84.93686189309953,3.0,1.24195690636456,1.0
pomme3,6.612769500305587,3.0,47.08372668183917,52.0,201.0,36.0,40.0,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme4,8.0,3.0,8.0,52.0,125.85273109030666,43.61483200417765,14.044221527332262,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme5,13.463241215968047,3.0,11.19222099290674,52.0,184.35551971711178,-40.896066096250664,22.534470275072877,50.0,1.0691780889047688,1.5,87.74659808957931,3.0,2.248600500373404,1.0
pomme6,17.8475606791393,3.0,9.09999955447955,52.0,201.0,36.0,40.0,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme7,8.0,3.0,8.0,52.0,256.7480989077984,24.96611027458705,74.34184507001214,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme8,5.810100722779949,3.0,7.103878119824273,52.0,130.9605500308915,-56.641745607163145,26.891306047956256,50.0,3.1344389279741867,1.5,82.10896467778839,3.0,0.6498616013516596,1.0
pomme9,8.223151429433663,3.0,53.65077591114626,52.0,201.0,36.0,40.0,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme10,8.0,3.0,8.0,52.0,177.35273871657708,49.846030962282136,-29.61797027338592,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme11,2.34814813289044,3.0,9.294962390524923,52.0,154.75687836852097,36.13894195768725,147.7103131653205,50.0,-0.13849565316606371,1.5,86.1068734442368,3.0,1.3911374928693363,1.0
pomme12,3.9352174129425705,3.0,-34.609933399233704,52.0,201.0,36.0,40.0,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme13,8.0,3.0,8.0,52.0,146.65189382817294,1.3886741949626682,126.72242003546677,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme14,8.513743696234,3.0,10.938157435044673,52.0,206.35830573713608,1.9296968723021521,-58.856578825728946,50.0,2.3558971469507046,1.5,82.02223114730394,3.0,1.2145317340034087,1.0
pomme15,10.164104499590268,3.0,112.6210812547656,52.0,201.0,36.0,40.0,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme16,8.0,3.0,8.0,52.0,249.84146529713968,79.38782174500352,145.91209719038216,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme17,9.00041091839471,3.0,10.021790961028202,52.0,50.572210873031764,74.70090138027987,8.235686632254694,50.0,-0.08578898807452351,1.5,89.4161392659558,3.0,2.7910166644333287,1.0
pomme18,10.652648847707667,3.0,65.04756739805936,52.0,201.0,36.0,40.0,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme19,8.0,3.0,8.0,52.0,177.0803541109663,92.95414993696748,87.56168195820636,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme20,9.335342170054489,3.0,6.252625254367866,52.0,197.16786803707944,-26.789741587247995,25.015740314467855,50.0,2.8965969248151935,1.5,86.76281973790856,3.0,0.9552044013693977,1.0
pomme21,3.8392124058412804,3.0,0.17036197763588667,52.0,201.0,36.0,40.0,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme22,8.0,3.0,8.0,52.0,159.41526577254507,-31.36574052055454,128.32011493412324,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme23,6.402106343753351,3.0,6.270733575099119,52.0,261.86565872740454,-18.314872047819797,-8.668845939204559,50.0,-1.8244723597593104,1.5,89.1341902482642,3.0,2.929654026257126,1.0
pomme24,-0.5566146939551242,3.0,21.296271920471817,52.0,201.0,36.0,40.0,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme25,8.0,3.0,8.0,52.0,191.79101968720062,72.29180200848607,28.535122020384428,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme26,11.002736072662096,3.0,2.8612097582720937,52.0,109.02882431762252,-42.65407206864589,55.71693392384204,50.0,1.0548647268043232,1.5,89.81833490916661,3.0,2.021510327212959,1.0
pomme27,8.42192729440455,3.0,17.356657660383433,52.0,201.0,36.0,40.0,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme28,8.0,3.0,8.0,52.0,159.50939874723068,18.193815087776894,31.50858982984434,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme29,10.449848525106159,3.0,6.853972744633382,52.0,244.20556728424958,12.910910117600697,117.16589881773378,50.0,-0.00813699732827211,1.5,85.81899975230004,3.0,1.2524469157846725,1.0
pomme30,11.685888559837569,3.0,24.839135069977072,52.0,201.0,36.0,40.0,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme31,8.0,3.0,8.0,52.0,190.9737314420691,-4.7334293178869515,104.03924099440556,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme32,8.411841657681228,3.0,10.26385920047252,52.0,211.98229540690312,106.93825499404109,38.44529291430083,50.0,2.4528038227062514,1.5,83.91943036800818,3.0,2.4479617824445543,1.0
pomme33,9.325547204703803,3.0,58.27461902788422,52.0,201.0,36.0,40.0,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme34,8.0,3.0,8.0,52.0,234.74477806029395,37.60201562222629,116.24298857596331,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme35,10.966329868133643,3.0,6.488555414490599,52.0,143.87210414936956,-40.42875978612196,27.174624226293503,50.0,2.080640434595403,1.5,82.45678317899407,3.0,2.5363614133059755,1.0
pomme36,11.265873799418141,3.0,-20.963982587681354,52.0,201.0,36.0,40.0,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme37,8.0,3.0,8.0,52.0,215.90805561134465,105.41596185790567,19.99777870508404,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme38,5.126373993712777,3.0,11.655366188649786,52.0,140.8939457700511,132.59996443851912,-84.24111025287965,50.0,2.348910192564939,1.5,81.49292976413682,3.0,0.21798713772948952,1.0
pomme39,11.092911955301437,3.0,49.912008831876065,52.0,201.0,36.0,40.0,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme40,8.0,3.0,8.0,52.0,224.2963321873212,-1.0412025510623835,82.79507002227302,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme41,3.5941613986178735,3.0,7.693981599315538,52.0,280.01599337622883,2.0669443529079246,-39.30016414781116,50.0,4.100775341036622,1.5,84.2255311583678,3.0,0.8317875579637508,1.0
pomme42,10.460579205773533,3.0,38.03977725646517,52.0,201.0,36.0,40.0,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme43,8.0,3.0,8.0,52.0,245.13325837050266,73.3892068075879,75.61888253277172,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme44,4.577906702339659,3.0,10.3981874684874,52.0,192.0095621435519,-29.47061607487612,22.582280178248695,50.0,2.487101743163964,1.5,86.99906433501538,3.0,-0.168389634983664,1.0
pomme45,4.6730025054949005,3.0,27.975608847910326,52.0,201.0,36.0,40.0,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme46,8.0,3.0,8.0,52.0,175.87371319947874,39.28606171522516,31.94406770729379,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme47,5.0566845292560405,3.0,9.321677270373565,52.0,206.97537398168083,95.02612168160584,98.18553519615837,50.0,2.22740500651818,1.5,83.38885430581918,3.0,1.2965508474760237,1.0
pomme48,13.431850054988054,3.0,-17.761318790368733,52.0,201.0,36.0,40.0,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme49,8.0,3.0,8.0,52.0,155.4363063708381,137.75614932538844,-74.24575436545422,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme50,1.6773950060738443,3.0,10.523229604027476,52.0,281.7825163745692,40.83595429953404,-44.774676584540416,50.0,0.7779565007888904,1.5,85.14192418976326,3.0,0.5240725165750084,1.0
pomme51,4.941693068744789,3.0,-20.01980616806272,52.0,201.0,36.0,40.0,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme52,8.0,3.0,8.0,52.0,177.24153090252665,72.08059055425377,83.12476505404811,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme53,6.4354631663621165,3.0,14.05560996609864,52.0,250.81100004195355,111.88678131055299,65.24229455133268,50.0,3.1933450570249358,1.5,86.61787272128146,3.0,2.530789198915131,1.0
pomme54,8.669306267073011,3.0,-34.38145909797647,52.0,201.0,36.0,40.0,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme55,8.0,3.0,8.0,52.0,247.89768489209987,79.32937413533553,-49.42607999780937,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme56,11.257483489636417,3.0,3.30619602308487,52.0,253.84444861559825,-41.206910732573135,2.401764708126663,50.0,3.2036053924682135,1.5,76.12480768064196,3.0,1.679927481649139,1.0
pomme57,10.128317367737681,3.0,53.02736966282916,52.0,201.0,36.0,40.0,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme58,8.0,3.0,8.0,52.0,217.30895929953257,45.18934609426313,98.88477547661026,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme59,7.097051871678599,3.0,8.74969554950601,52.0,208.39720826333624,70.34344974635044,24.3570475539007,50.0,1.8632192106212278,1.5,88.41349141017697,3.0,1.510635526573501,1.0
pomme60,10.122272941230765,3.0,-19.40768433312291,52.0,201.0,36.0,40.0,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme61,8.0,3.0,8.0,52.0,153.85611212092655,57.820375939680474,31.557555783704295,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme62,8.363080008673771,3.0,10.565225508928743,52.0,207.4381536226518,52.64569976670046,13.05911429807854,50.0,3.508526203592441,1.5,87.64179922005492,3.0,0.7185747506576562,1.0
pomme63,11.9054178501409,3.0,-64.13104904436436,52.0,201.0,36.0,40.0,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme64,8.0,3.0,8.0,52.0,189.49527589238662,-76.20862316265728,56.049808681735485,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme65,10.341704810751366,3.0,4.136103002880243,52.0,224.98759810464443,14.283076206962441,65.62848875071474,50.0,2.777542274170881,1.5,82.24909902324609,3.0,1.610238238318849,1.0
pomme66,14.463005668625115,3.0,45.19466567496819,52.0,201.0,36.0,40.0,50.0,1.5,1.5,85.0,3.0,1.4,1.0
pomme67,8.0,3.0,8.0,52.0,264.7331690557276,79.28389600408799,58.4362410278421,50.0,1.5,1.5,85.0,3.0,1.4,1.0
