,longueur,v_longueur,largeur,v_largeur,r,v,b,v_rvb,sucre,v_sucre,eau,v_eau,fibres,v_fibre
abricot5,6.890652496799622,0.5,4.351581645765395,230.0,124.3552687394599,45.579078202509535,5.559604474268362,2.0,7.932233346585962,5.0,81.3691479865949,5.0,1.660394995548612,0.5
abricot6,6.533610936397297,0.5,513.6831741629157,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot7,7.0,0.5,5.0,230.0,130.27349681581873,47.69335757961288,7.99997193463693,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot8,7.3660760793202265,0.5,4.962593510737614,230.0,127.09040852077463,49.133216464420805,11.297574868894886,2.0,5.9466208715910795,5.0,83.26835376951219,5.0,1.7087609557466439,0.5
abricot9,6.514531058964118,0.5,-148.2809601160718,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot10,7.0,0.5,5.0,230.0,127.28153407225325,45.29164437021821,10.482137200027053,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot11,6.652419848796079,0.5,5.066622903159628,230.0,125.75117517669018,49.901316040212365,10.819972619503885,2.0,3.990523596571946,5.0,89.87044171496927,5.0,1.8265357036926495,0.5
abricot12,6.357362628618272,0.5,63.512028945904746,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot13,7.0,0.5,5.0,230.0,123.37499951675002,47.02019487686753,11.029295117139688,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot14,7.445944011206434,0.5,4.340939352735023,230.0,125.86696440417636,42.74897285397052,12.494344237145379,2.0,9.571200348408212,5.0,81.74013935637599,5.0,1.4798597335289856,0.5
abricot15,6.273456229074928,0.5,122.87118412596685,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot16,7.0,0.5,5.0,230.0,128.8443375770988,46.102646783678125,11.340835583249692,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot17,7.108303301469629,0.5,4.821750286587253,230.0,127.03712488229831,51.48069583257983,7.399200343279906,2.0,2.754819463053056,5.0,88.35599091754823,5.0,2.2195845060501505,0.5
abricot18,7.4397245744418585,0.5,-334.2579585928084,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot19,7.0,0.5,5.0,230.0,125.90194532959656,47.642655060207744,11.474082379645164,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot20,6.9359057963903,0.5,5.437424789882194,230.0,127.48511439553826,49.38608291450104,12.074707960740248,2.0,2.5198572445540486,5.0,88.1316751081764,5.0,1.347983035956403,0.5
abricot21,7.2789150954756145,0.5,485.72816147764155,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot22,7.0,0.5,5.0,230.0,122.94557517898643,46.7250112799834,9.767446383757838,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot23,6.143050455957692,0.5,5.870586835784004,230.0,128.44638302985894,49.23805790631756,10.401783294346075,2.0,3.195640826938603,5.0,91.32707634789551,5.0,2.5426220857863204,0.5
abricot24,7.954679184436369,0.5,-113.92814999948287,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot25,7.0,0.5,5.0,230.0,125.1333528358405,48.29443397069757,10.832742383437044,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot26,6.80859203110856,0.5,4.193322689246979,230.0,124.55616111142767,51.51133693192073,12.245621921658136,2.0,12.17644834791394,5.0,91.98015241287018,5.0,2.2195045106493723,0.5
abricot27,7.087264594426076,0.5,-130.55944686546215,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot28,7.0,0.5,5.0,230.0,125.91799978299932,46.76733765718949,10.039829791053403,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot29,6.795562346865525,0.5,4.859331387318256,230.0,125.52643475653403,48.71487830897349,10.484597812273849,2.0,-0.021351618000217343,5.0,89.92752325607267,5.0,1.5308148536248243,0.5
abricot30,7.644190756659302,0.5,257.8392461377922,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot31,7.0,0.5,5.0,230.0,124.62664044580576,47.458909658291844,9.48140080068068,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot32,6.213715104540362,0.5,4.646235929891836,230.0,126.7849278857207,50.49772757362268,8.298668302852263,2.0,3.214135803486349,5.0,88.47276495009375,5.0,1.4355938117362967,0.5
abricot33,7.207961458673329,0.5,-223.80226339706272,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot34,7.0,0.5,5.0,230.0,126.67094564682503,47.5336272435352,9.391687103091538,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot35,7.561635775096679,0.5,5.3800087949937305,230.0,127.77073025388506,50.387822117722905,9.049550921948171,2.0,2.4605224841277384,5.0,86.33425847670678,5.0,1.7825849140007008,0.5
abricot36,6.625344786686178,0.5,266.6323437725051,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot37,7.0,0.5,5.0,230.0,127.47842417033253,46.13694785213614,7.981357857721839,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot38,7.295821926171733,0.5,4.629409264140092,230.0,123.64708104884991,46.60142281538032,10.49874985738959,2.0,6.215880193233977,5.0,86.0503967346063,5.0,1.8166916701981548,0.5
abricot39,6.30633772687931,0.5,197.66152256067326,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot40,7.0,0.5,5.0,230.0,127.30201820363651,45.75139791194187,9.265754186584202,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot41,6.579704640736855,0.5,5.617971165368277,230.0,124.46211528299511,49.780356732137676,11.22557365371881,2.0,-0.3130360061698143,5.0,93.61177019672621,5.0,1.917768827843289,0.5
abricot42,6.682308303318861,0.5,-31.14561213237338,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot43,7.0,0.5,5.0,230.0,124.50577600387409,47.830140226319564,8.680571157432174,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot44,7.115824263531989,0.5,5.670484047183406,230.0,128.94253839085616,46.97383611537219,12.270004771113591,2.0,7.024080735736419,5.0,87.39959865846303,5.0,2.27361377496982,0.5
abricot45,6.7568274771932,0.5,-147.21545749329587,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot46,7.0,0.5,5.0,230.0,123.81011901589925,45.1353952104441,9.359134706272044,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot47,7.007803596173503,0.5,6.465023156547456,230.0,124.17394238181012,49.39349458227628,12.19076204142699,2.0,10.475953680673278,5.0,69.67326658403059,5.0,2.5957525481841053,0.5
abricot48,6.707535986301705,0.5,-165.81787741277722,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot49,7.0,0.5,5.0,230.0,125.96786867063119,46.89730121344951,11.034738848376445,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot50,7.225419329526815,0.5,5.0978138581284105,230.0,127.76552756687438,47.20084222054058,10.306931108398501,2.0,10.164587333029584,5.0,83.10678346332462,5.0,2.0852637115983312,0.5
abricot51,7.267970152392035,0.5,-139.88160590224547,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot52,7.0,0.5,5.0,230.0,124.64082789464,47.43995905739696,11.204939840357609,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot53,8.377856593702385,0.5,4.390350840624417,230.0,125.60191279092476,43.74024993546985,9.278685024505915,2.0,7.112227388674344,5.0,86.88346728771816,5.0,2.525858532012064,0.5
abricot54,7.463851494710319,0.5,106.2942777180204,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot55,7.0,0.5,5.0,230.0,125.69461776098393,49.94677048491264,13.271882245138169,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot56,7.181332180771514,0.5,5.2384441207439165,230.0,126.52003343832853,47.76244719688937,10.89450147240461,2.0,-0.9906752136085961,5.0,90.50404973710093,5.0,1.8496517074065295,0.5
abricot57,6.159205860522111,0.5,169.46446592438224,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot58,7.0,0.5,5.0,230.0,126.8644108880414,46.42713592001811,9.991510325660267,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot59,6.958115942530915,0.5,5.2135661332810255,230.0,126.81634801518544,46.535656971852916,10.95746661516143,2.0,1.9924403851435635,5.0,77.97608005389866,5.0,1.9038014786876254,0.5
abricot60,6.9660369751420115,0.5,-179.10378997256603,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot61,7.0,0.5,5.0,230.0,123.32239856431299,49.654446565172215,13.090075722326743,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot62,6.701207139144278,0.5,4.509465069375416,230.0,125.90834017345799,50.45296966401713,5.946279791498599,2.0,-3.403281713655881,5.0,83.20189551664696,5.0,2.6048124860924,0.5
abricot63,7.106370023651932,0.5,-31.024597339247705,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot64,7.0,0.5,5.0,230.0,121.43567666560592,47.340348608038575,9.369376933641343,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot65,7.04201567235334,0.5,4.302398637661245,230.0,126.02552524808111,49.993199222405295,9.537341537786858,2.0,14.430162363943374,5.0,90.75890055543049,5.0,2.4065762218815228,0.5
abricot66,7.193219441006284,0.5,-325.5760302997873,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot67,7.0,0.5,5.0,230.0,124.56579407783828,50.98486757379621,10.361866946904081,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot68,6.965334243048147,0.5,5.195971888207561,230.0,129.59199552374244,43.29784986057054,12.054105916051649,2.0,1.9467195739411114,5.0,91.82280199259293,5.0,2.3416572805884153,0.5
abricot69,7.345002253293417,0.5,-361.17256009497896,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot70,7.0,0.5,5.0,230.0,128.17305178748782,46.99258720591398,9.068682565273976,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot71,6.285869443999872,0.5,4.610828427402549,230.0,128.49432747328234,48.13984092345987,9.862942405652742,2.0,-3.118638981523601,5.0,84.48530389641975,5.0,1.9564228118368923,0.5
abricot72,7.441150412526056,0.5,-183.79557455030678,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot73,7.0,0.5,5.0,230.0,122.00636186222295,47.43932134668562,9.979002778336973,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot74,7.261657744797942,0.5,4.748020030463515,230.0,125.91321588032024,47.21929523930198,12.60471357281456,2.0,8.314345690678126,5.0,82.44483403855399,5.0,2.000669264661587,0.5
abricot75,6.610704708655847,0.5,130.88447350525234,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot76,7.0,0.5,5.0,230.0,125.23350312328215,49.21628680753687,10.40561633778196,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot77,6.368538304322644,0.5,5.4580735564857825,230.0,126.36274073420387,48.319115903115865,7.935243959886388,2.0,4.409672511778132,5.0,84.58365112319177,5.0,1.7687810594454063,0.5
abricot78,6.317972896902874,0.5,274.41663821756794,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot79,7.0,0.5,5.0,230.0,123.45155520515404,45.30441314896949,10.26712201903132,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot80,7.196249484738174,0.5,4.7629125175756855,230.0,124.63090040288317,48.733800216131634,10.285192646501196,2.0,4.344162049149285,5.0,81.85423242663563,5.0,1.3008895291546705,0.5
abricot81,6.955649531965796,0.5,-2.639342697817164,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot82,7.0,0.5,5.0,230.0,125.5965825638758,45.993415789168054,9.895326853479304,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot83,6.909085911024518,0.5,5.1911085517237385,230.0,124.88215577226293,50.13739431163924,9.035699233097704,2.0,7.295918522689192,5.0,82.95478413831263,5.0,1.8997428498542188,0.5
abricot84,8.025801586201613,0.5,-247.43909221431636,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot85,7.0,0.5,5.0,230.0,122.979064233631,48.2652812018642,7.262971509600599,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot86,6.674897134916101,0.5,5.182501355187533,230.0,125.58596400378433,49.527369094136944,9.798004069284337,2.0,-0.04247477415019141,5.0,83.17130677915335,5.0,1.9232472760950077,0.5
abricot87,7.754209045255231,0.5,52.6977363741607,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot88,7.0,0.5,5.0,230.0,126.74878434459097,48.1998580053231,9.811175396280396,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot89,7.586661181288475,0.5,5.387406744813386,230.0,128.4428975908645,46.277727699903664,12.79326278180819,2.0,7.198088238159206,5.0,88.44587732615786,5.0,1.3476217710650356,0.5
abricot90,7.038075403122942,0.5,-24.222599784760742,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot91,7.0,0.5,5.0,230.0,126.64203944120771,47.4962147557522,8.398096276363514,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot92,6.783840482910934,0.5,5.10787012252626,230.0,125.53945980004137,48.23417689831245,9.255610512711845,2.0,6.334224679969418,5.0,85.85539615048953,5.0,1.9155032240632879,0.5
abricot93,6.575408890118168,0.5,217.53539731323423,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot94,7.0,0.5,5.0,230.0,125.43967654135878,44.56180383250782,10.222550045478917,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot95,8.127701553566425,0.5,5.232115152225127,230.0,127.8133275581131,49.02780813754382,13.565935941618974,2.0,7.140246010048848,5.0,80.99450910847142,5.0,2.2846670889397656,0.5
abricot96,6.512045863741761,0.5,200.98830813753665,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot97,7.0,0.5,5.0,230.0,124.91303032381187,49.313384177982776,10.889477726715036,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot98,6.447890711836917,0.5,4.853125750229009,230.0,124.96068448398138,48.58163861374965,10.509091552420596,2.0,3.656883287420413,5.0,96.21478342480935,5.0,2.122002090519916,0.5
abricot99,7.481915914744622,0.5,-31.435249023681592,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot100,7.0,0.5,5.0,230.0,125.33647154948474,52.27339307776205,9.227386517280086,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot101,6.9363514077370265,0.5,5.0663055586531955,230.0,123.82406586566677,50.192603217585535,8.082572038794765,2.0,7.992230276193457,5.0,93.02237909775528,5.0,1.8133279127718722,0.5
abricot102,7.355109422284957,0.5,-43.52721060134235,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot103,7.0,0.5,5.0,230.0,127.81901195481478,46.715415535245874,9.603028190084851,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot104,6.7666147021052625,0.5,5.439300946216872,230.0,122.15875558524155,47.34375320008215,8.634257858445816,2.0,8.395276725430643,5.0,90.64182764216466,5.0,1.1971451047301103,0.5
abricot105,6.864273203334659,0.5,-454.81587857672434,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot106,7.0,0.5,5.0,230.0,124.50591926853936,45.14796200569527,10.49181610070142,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot107,7.593510199999621,0.5,4.880670872754778,230.0,122.93445068691386,46.87085128332593,11.992613550580142,2.0,8.201232246943928,5.0,93.0039748853473,5.0,2.12338087435151,0.5
abricot108,6.73311290268414,0.5,185.2819289262717,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot109,7.0,0.5,5.0,230.0,124.60926244741638,46.0352680446104,8.389268397351884,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot110,7.1506161760221865,0.5,5.159222065338037,230.0,123.37409847281837,48.65352733615405,9.434953904433119,2.0,8.571736177349193,5.0,81.76233288598236,5.0,1.0083531485210933,0.5
abricot111,6.436735595681754,0.5,525.6377371474431,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot112,7.0,0.5,5.0,230.0,125.35638662637078,46.08655611630572,9.097550642664743,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot113,6.530696240677996,0.5,4.872801614269696,230.0,129.0941570690273,47.87115049074745,10.928190972346773,2.0,-4.349844086554935,5.0,87.02820279518275,5.0,1.965275352748001,0.5
abricot114,7.780771929169646,0.5,507.6815843242994,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot115,7.0,0.5,5.0,230.0,124.032289582493,48.63499243928399,11.425516077608277,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot116,6.82333435695414,0.5,4.432745182083714,230.0,122.84105658808627,46.30016476839341,10.092492392036725,2.0,-2.338065255437648,5.0,91.93645146644724,5.0,1.2391588349124758,0.5
abricot117,7.291463370439188,0.5,-150.94864078907443,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot118,7.0,0.5,5.0,230.0,124.80890311617993,44.4408354843603,13.139950049112295,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot119,6.975043291927898,0.5,5.161191038858173,230.0,127.62050087458182,51.22564375321155,10.003954357326084,2.0,16.69788669105096,5.0,83.31933484097132,5.0,2.243457562600443,0.5
abricot120,6.568953184579352,0.5,28.626663216830952,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot121,7.0,0.5,5.0,230.0,121.60070618577015,47.667247884481846,11.408341118193471,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot122,8.070353869427246,0.5,5.046670268693922,230.0,125.32576227139802,49.38362410734373,6.845108776429601,2.0,-5.090335971316762,5.0,95.91039922310455,5.0,1.2090611447306694,0.5
abricot123,7.086305813028083,0.5,96.31557317673112,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot124,7.0,0.5,5.0,230.0,123.64278227041422,49.1429428048821,12.569213179032403,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot125,6.978387310666555,0.5,5.836777245553998,230.0,127.0210551888713,44.78556963714772,8.245113937385586,2.0,4.506380571323703,5.0,88.14723101739867,5.0,2.1461385995588422,0.5
abricot126,6.5996330463603465,0.5,-129.55538355364206,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot127,7.0,0.5,5.0,230.0,125.0255837959967,47.8966612794225,6.074306261247306,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot128,7.0493192108742875,0.5,4.348086672136514,230.0,126.63177112500752,50.660846946286995,6.99885696767789,2.0,8.526690271889962,5.0,84.80136475057806,5.0,2.114370062837492,0.5
abricot129,6.62462197047212,0.5,100.9633868699794,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot130,7.0,0.5,5.0,230.0,123.95417198344246,48.36183778331682,11.326382244665503,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot131,7.724591244439845,0.5,5.857808157759314,230.0,128.58248122570453,48.80014124968611,12.281163551650796,2.0,11.879740017488931,5.0,92.38475804217205,5.0,1.9841624219375795,0.5
abricot132,7.094013704031232,0.5,214.07446871629696,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot133,7.0,0.5,5.0,230.0,124.8895430702931,52.2128784295767,10.219615649530965,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot134,6.725920695918821,0.5,4.872768947636802,230.0,127.37898121687573,48.333015170153324,12.766790511083338,2.0,8.98473408625852,5.0,93.45810311498477,5.0,2.4537376607889,0.5
abricot135,7.09306398420598,0.5,-252.89372416810568,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot136,7.0,0.5,5.0,230.0,123.98402292888531,51.03817527032284,8.489244267934051,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot137,7.275336483111782,0.5,4.6941809026250025,230.0,125.13709476291612,46.95327717292551,8.48198784841508,2.0,14.908869821525544,5.0,86.66939830153332,5.0,1.6413687240002983,0.5
abricot138,7.286699882707348,0.5,-174.65536744836658,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot139,7.0,0.5,5.0,230.0,121.95579007467967,50.345528247133984,12.105500333089498,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot140,6.67475765713008,0.5,5.140428293712239,230.0,124.57661933095976,51.005592270208254,10.70172253628346,2.0,-0.8926731956568084,5.0,88.91015465749143,5.0,1.6817608207097434,0.5
abricot141,7.04261834391334,0.5,341.2249953545716,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot142,7.0,0.5,5.0,230.0,119.194680270043,44.588298740049495,10.924599760006299,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot143,7.061097895430323,0.5,4.892593064673267,230.0,122.0291486851914,47.13162264225081,10.53765762515135,2.0,-1.7447334389052207,5.0,86.57178730678828,5.0,1.8325564888765618,0.5
abricot144,7.983202086169729,0.5,330.4097716409756,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot145,7.0,0.5,5.0,230.0,127.58085242321764,46.17742418405018,11.620362140013873,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot146,7.10189874574328,0.5,5.425034778017897,230.0,127.70207130334458,45.35292335205432,7.6512472453668,2.0,-1.0782744750286168,5.0,86.23302063904444,5.0,1.8673074356964519,0.5
abricot147,7.199988357241123,0.5,304.53344394534105,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot148,7.0,0.5,5.0,230.0,122.61807699107489,44.77909864518446,3.8250241923410746,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot149,6.9964184887201455,0.5,5.319106633838728,230.0,124.70294088924325,47.10557330737308,10.190053402448255,2.0,-1.2885096931148148,5.0,87.55691974758244,5.0,2.697267539929811,0.5
abricot150,7.27077521026647,0.5,149.89090376895894,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot151,7.0,0.5,5.0,230.0,126.70616252586225,48.53878009846353,5.243922890556833,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot152,6.887436341716816,0.5,5.366716966808559,230.0,126.82162424291816,47.34992257999727,7.582947935786475,2.0,7.787506632773522,5.0,88.66219628328042,5.0,2.0981424372550985,0.5
abricot153,7.415108080789146,0.5,-128.5094946412185,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot154,7.0,0.5,5.0,230.0,127.50297293444227,48.71186850689936,8.064929284522142,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot155,7.549447127472627,0.5,5.245620655520172,230.0,126.78672102831946,52.244166133522775,11.440813801156638,2.0,1.1842582589952944,5.0,88.89675564646859,5.0,2.1630373289540787,0.5
abricot156,6.879930820648858,0.5,112.14069843465893,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot157,7.0,0.5,5.0,230.0,124.43907618017607,50.35192887825545,8.937824381753131,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot158,7.036337417521399,0.5,4.8133960229917045,230.0,122.99062081784116,45.29104809084502,8.088481521997133,2.0,10.549955330552823,5.0,96.8547147996032,5.0,1.246151505052786,0.5
abricot159,8.307471801594533,0.5,-157.93016888149523,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot160,7.0,0.5,5.0,230.0,126.19666312467828,46.91788022929514,11.464771076274678,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot161,6.472450118678705,0.5,5.135503860362183,230.0,121.71804839579899,45.6011449603222,8.958817569689371,2.0,11.541967224542647,5.0,84.3696996929382,5.0,1.6855173851320662,0.5
abricot162,6.680049024484022,0.5,45.405331984472376,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot163,7.0,0.5,5.0,230.0,125.93681608374648,48.663284654141606,9.71467060746921,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot164,6.670881910070811,0.5,6.437330552119114,230.0,127.60872824612827,48.56612602077709,10.691978500055866,2.0,13.412397242475137,5.0,91.37302143121367,5.0,2.0410684565256307,0.5
abricot165,6.699303820516163,0.5,-5.783630913379183,230.0,126.0,48.0,10.0,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot166,7.0,0.5,5.0,230.0,124.80325621900361,48.045833870780974,11.502284637900667,2.0,5.0,5.0,87.0,5.0,1.8,0.5
abricot167,7.5886640357094715,0.5,5.366517542410382,230.0,128.1401796232602,46.820852491184176,15.309010529649225,2.0,1.5002177748308143,5.0,83.95078424988088,5.0,1.5787678247742447,0.5
