fruit,longueur,largeur,r,v,b,sucre,eau,fibres
abricot#,7.344936616609185,4.688376585551508,230.0,126.0,48.0,2.0,87.0,1.8
abricot#,7.0,5.0,237.50810156614347,118.17180903448039,48.166722904082675,2.0,87.0,1.8
abricot#,7.264167644435581,5.219155029594404,231.68489827557465,156.72297497144015,63.67583547097336,-0.653803720893753,86.61045337258936,1.7476790734681993
abricot#,7.032346322009603,5.2704908432098,230.0,126.0,48.0,2.0,87.0,1.8
pomme#long~,12.434939609628021,6.701356636589917,52.0,201.0,36.0,50.0,85.0,1.4
pomme#moins vert~plus bleu~,8.0,8.0,21.406913603765616,153.08664588846904,101.46893272496492,50.0,85.0,1.4
pomme#,11.986512587327042,8.333341974930201,93.75740383617128,173.71995906970648,62.653697016190634,49.72552091901525,86.82577687568234,-0.37126835299389893
pomme#large~,10.855838873443654,11.605573550151696,52.0,201.0,36.0,50.0,85.0,1.4
pomme#,8.0,8.0,38.78847743777269,237.9348445800701,55.3110733362672,50.0,85.0,1.4
pomme#,0.9559601673120177,3.8087984292952966,87.91311158057775,217.2445484312398,-21.182983925590555,49.714494536423786,86.21204867247268,2.4740890512779377
pomme#,7.052455825193226,6.438356476042519,52.0,201.0,36.0,50.0,85.0,1.4
pomme#,8.0,8.0,31.965306253810372,170.5443801408368,72.07256658452894,50.0,85.0,1.4
pomme#,5.639475067636628,11.708490224765278,77.66994855151883,218.133956765515,48.59168260386602,50.63700226910915,91.0663153556869,1.1941468646173377
pomme#,6.415584337524532,8.62978867784538,52.0,201.0,36.0,50.0,85.0,1.4
pomme#moins vert~,8.0,8.0,25.666843598679677,157.45591085729487,27.679889786219167,50.0,85.0,1.4
pomme#,9.295673280514668,9.162122834468644,75.20338918726002,224.88851511085943,-71.8915245841105,49.12284637460709,86.22459669865921,1.5290868554279309
pomme#large~,9.234079262997202,11.697712033143471,52.0,201.0,36.0,50.0,85.0,1.4
pomme#,8.0,8.0,19.17224521538362,216.48581801798642,44.45636339482601,50.0,85.0,1.4
pomme#,6.494961656289294,11.48186853719174,7.078433356731239,266.7096655711016,29.718096994493038,48.070145684433236,84.26774506106824,3.140269945120881
pomme#,8.247363612635267,6.219275704792548,52.0,201.0,36.0,50.0,85.0,1.4
pomme#,8.0,8.0,37.271178802274335,168.4856598152545,70.78829066720117,50.0,85.0,1.4
pomme#,15.55492178397359,8.486264335382197,59.84946934744732,210.8812270656548,161.61848316283852,51.58525251078268,84.43323087470037,0.7108672887155055
pomme#fin~,8.634627697429476,2.4334153037365223,52.0,201.0,36.0,50.0,85.0,1.4
pomme#moins rouge~moins bleu~,8.0,8.0,-34.12658551576787,218.3250124419622,-23.923444795792655,50.0,85.0,1.4
pomme#,4.118793523309648,8.856097992745132,70.06690415330897,150.14165960186722,72.158059645007,49.27301532140732,86.31963994191034,0.9088075766320496
pomme#,10.577715528901653,6.58011969058564,52.0,201.0,36.0,50.0,85.0,1.4
pomme#moins rouge~,8.0,8.0,-69.93231418477099,198.72253220964146,12.558755924087393,50.0,85.0,1.4
pomme#,5.9377759582084915,17.350887877192616,86.0949172679761,217.80801735739493,17.453791516972743,51.86144669599318,87.65953686536987,0.7633094502710212
pomme#,7.584174475048043,9.711308786170825,52.0,201.0,36.0,50.0,85.0,1.4
pomme#plus vert~,8.0,8.0,60.34061726532358,244.17661597225785,20.169394234377073,50.0,85.0,1.4
pomme#,7.6761517961891395,8.207600643473949,59.09048436539179,236.84664982453532,27.10619196847066,51.29435467083303,86.94236805445931,2.2951480893479306
pomme#,7.469723775049678,8.572832847952755,52.0,201.0,36.0,50.0,85.0,1.4
pomme#,8.0,8.0,85.98622980841773,197.80428750824584,47.64876152065958,50.0,85.0,1.4
pomme#,12.111688891817991,11.189496050159791,49.303334217752194,259.19563161846656,33.48555120962031,49.78066343364615,86.58826364595046,2.4211540786166097
pomme#fin~,8.047685604955952,4.777847462416479,52.0,201.0,36.0,50.0,85.0,1.4
pomme#,8.0,8.0,91.67074309117677,185.1053968671692,7.337676742239719,50.0,85.0,1.4
pomme#,9.128912595245522,9.272207103669492,78.9379908221294,147.33414686072558,62.15391010849288,49.62620216231923,83.66190427304689,2.2770483014627687
pomme#petit~,2.5462008042650934,8.760570242559123,52.0,201.0,36.0,50.0,85.0,1.4
pomme#,8.0,8.0,81.24878764802574,176.4969896986133,35.38312092128505,50.0,85.0,1.4
pomme#,8.523388659381176,11.575710617609607,-9.938114194991549,223.26300499655346,68.12544795372091,48.37808675784845,81.8255920961882,-0.18972812848748388
pomme#,6.850451074813968,7.9683410574610924,52.0,201.0,36.0,50.0,85.0,1.4
pomme#moins rouge~moins vert~,8.0,8.0,2.765175607204384,120.65638440939583,-1.3029785705736145,50.0,85.0,1.4
pomme#,9.17634803976316,7.079341395033911,-3.668128539368233,198.75066517540492,-2.5991270677953224,50.166419916655165,82.6809076568662,2.2949573934274756
pomme#,6.2720149784002635,5.982085576629798,52.0,201.0,36.0,50.0,85.0,1.4
pomme#moins vert~,8.0,8.0,14.605062978694733,160.45161540332677,1.9028686137078026,50.0,85.0,1.4
pomme#,6.509344371857092,3.85594198757099,53.26225169211734,281.1111695462271,67.62234635706092,51.251506538000214,83.89074304190679,1.7139889085777513
pomme#,7.5616900592863106,8.507770600195158,52.0,201.0,36.0,50.0,85.0,1.4
pomme#moins vert~moins bleu~,8.0,8.0,15.387195043058114,149.728449480728,-46.6386779056908,50.0,85.0,1.4
pomme#,7.960079877300088,13.772706453606126,38.316779230289576,244.46373073792023,12.42599074083778,52.031161574919295,85.01552207143939,0.6969379551685672
pomme#large~,7.026385790959734,11.069223612959235,52.0,201.0,36.0,50.0,85.0,1.4
pomme#,8.0,8.0,50.82906522925242,221.03486333693056,66.85737350209745,50.0,85.0,1.4
pomme#,6.294432224719869,6.694526227978518,39.02305174021021,212.15373408900575,-5.837115428368882,47.034186166700586,86.0914802695174,1.1633252732730646
pomme#,6.720285128397829,9.13409757431854,52.0,201.0,36.0,50.0,85.0,1.4
pomme#plus rouge~,8.0,8.0,103.05318099476223,223.68728282978475,35.02114489084856,50.0,85.0,1.4
pomme#,7.342010036682153,8.403485759415066,25.75296976490521,193.6547935822303,66.70342357914208,53.87435612123441,90.97188161561972,1.5577385576793767
pomme#petit~,1.9258019433975884,9.008686718288764,52.0,201.0,36.0,50.0,85.0,1.4
pomme#moins rouge~moins vert~moins bleu~,8.0,8.0,-6.367174148719201,156.20162597484233,-16.284826463015655,50.0,85.0,1.4
pomme#,7.530334250358422,8.22629431312988,78.17243999339867,222.76596249027116,45.02286600071669,50.6369178514041,88.83575781716235,2.2275984770542356
pomme#fin~,9.997195463113343,2.0999980091466286,52.0,201.0,36.0,50.0,85.0,1.4
pomme#plus vert~,8.0,8.0,42.56872457575924,261.4797269326714,36.65252460856015,50.0,85.0,1.4
pomme#,11.085108921585398,12.24208980349174,55.413122455627544,230.9484745629309,23.14372081827166,48.882637464099645,85.30881600336697,1.0908586328533594
pomme#,7.687680409305234,9.271356013303922,52.0,201.0,36.0,50.0,85.0,1.4
pomme#plus bleu~,8.0,8.0,51.87893326985084,198.96521789448946,77.34619980286323,50.0,85.0,1.4
pomme#,8.863497712020811,5.937113597368818,124.58684702124208,152.11330570909644,-22.72774107075611,50.188050494590065,88.48998161034034,2.534909585328327
pomme#fin~,9.349750431317986,3.1637804825018865,52.0,201.0,36.0,50.0,85.0,1.4
pomme#plus rouge~moins bleu~,8.0,8.0,144.159726058903,208.9341931844149,-39.31455113686846,50.0,85.0,1.4
pomme#,3.3834629259652713,10.108450571784275,73.35949208699682,184.18162584869134,-37.684192272050936,50.40196638021823,84.88653172433725,1.1567745201489577
pomme#long~,11.471781589814086,9.807530965943405,52.0,201.0,36.0,50.0,85.0,1.4
pomme#,8.0,8.0,33.73302887717808,213.8994154896861,31.770666861612966,50.0,85.0,1.4
pomme#,10.646006310979814,5.679789148190308,16.036492029839813,218.92179685009327,13.802378977049425,51.80956530798061,89.01711815759656,2.7121979210117173
pomme#,8.424889004304001,8.158791668336917,52.0,201.0,36.0,50.0,85.0,1.4
pomme#plus vert~moins bleu~,8.0,8.0,89.82589815434636,260.3065943298916,-31.2001680082587,50.0,85.0,1.4
pomme#,3.51148520984783,7.314657776569138,94.49598250617467,192.95399376464835,11.499529058499558,47.8553624178505,87.76967137008873,0.2494811646664732
pomme#,10.562324611437273,8.801917905550225,52.0,201.0,36.0,50.0,85.0,1.4
pomme#moins rouge~,8.0,8.0,7.388226668159454,224.75035313148553,48.54012766585103,50.0,85.0,1.4
pomme#,9.63540585930672,8.879391520585829,17.20118946170512,148.90697387377708,-7.232392223806293,50.86963569026929,86.71766611240443,3.1394650773562987
pomme#long~,11.64682472637983,7.3456399273376904,52.0,201.0,36.0,50.0,85.0,1.4
pomme#,8.0,8.0,37.494154281179235,232.76477914822289,35.455956773652574,50.0,85.0,1.4
pomme#,1.9505635574937035,7.750171924732565,64.44484485459272,218.94849736966367,42.160487815112816,49.63228280636795,90.16791537160475,1.406976983028975
pomme#,6.9867217386734435,8.236680475692449,52.0,201.0,36.0,50.0,85.0,1.4
pomme#,8.0,8.0,41.20151445890501,219.40861234512974,67.26006556153307,50.0,85.0,1.4
pomme#,5.483123364661266,3.975591950783712,86.79016447463584,181.8971060044514,41.22013768059318,51.22398784775679,87.97447801972905,2.1638900600624775
pomme#,9.677174811386662,5.771752306938177,52.0,201.0,36.0,50.0,85.0,1.4
pomme#moins rouge~moins vert~moins bleu~,8.0,8.0,2.1955205594606113,156.21524098917885,-27.272297149199417,50.0,85.0,1.4
pomme#,8.264030626282358,11.929945470760607,63.6435191187432,223.9947557169908,1.0795738537476254,49.27229781694604,89.70334061907714,0.27142572793040864
pomme#large~,6.221414656213969,13.459914540882004,52.0,201.0,36.0,50.0,85.0,1.4
pomme#plus rouge~plus vert~,8.0,8.0,122.33709054944384,248.3775528100859,56.71603183357071,50.0,85.0,1.4
pomme#,5.5533472493027425,9.802058242857191,40.200849460135,207.0961476973973,64.5858978758737,48.28174066770472,85.88745952658024,1.6658186237420294
pomme#,7.630609859501196,8.165359209597737,52.0,201.0,36.0,50.0,85.0,1.4
pomme#plus bleu~,8.0,8.0,49.047689176665386,204.7127151100634,108.94700124538974,50.0,85.0,1.4
pomme#,5.793831100898226,12.814439546877368,82.19548240602919,273.65521918593515,49.916781963596776,48.65931552581001,84.30472848950963,-1.2983455981389675
pomme#petit~,4.309527234554163,6.771660976475399,52.0,201.0,36.0,50.0,85.0,1.4
pomme#plus rouge~plus bleu~,8.0,8.0,100.46042476817735,193.579563554149,108.28233216247985,50.0,85.0,1.4
pomme#,1.430604025016664,1.9483333769620117,20.37655704091589,200.84066774995787,82.51662344917,50.84010831299467,84.87918179763156,0.9811974596447789
pomme#large~,6.389107337835581,11.094828682237338,52.0,201.0,36.0,50.0,85.0,1.4
pomme#moins bleu~,8.0,8.0,41.5193290222776,189.03184407530176,-4.783627865011205,50.0,85.0,1.4
pomme#,5.027000617657298,10.717600246749445,37.43752642055376,188.57325522268485,125.74683777210626,50.023552949606405,83.61560325911428,1.3703543585044402
pomme#long~,11.4198837700967,9.503182534337776,52.0,201.0,36.0,50.0,85.0,1.4
pomme#moins vert~,8.0,8.0,33.13470488588046,158.01433274626746,47.941290026087,50.0,85.0,1.4
pomme#,12.26256165900582,9.184918694335865,105.24004483805528,204.29460869539705,80.24082834230427,48.81304303022196,80.3734520303057,3.5150140960130254
pomme#fin~,9.516534002764233,-0.1530239643975797,52.0,201.0,36.0,50.0,85.0,1.4
pomme#moins vert~,8.0,8.0,78.27279269722845,157.93215083314215,55.00908263368061,50.0,85.0,1.4
pomme#,6.605869439709355,6.824157714922287,74.0932997536392,237.5922729344556,77.08254372050482,51.82403781611827,86.45371047154119,1.5000607113522015
pomme#long~,13.823496232317483,6.7134501462495955,52.0,201.0,36.0,50.0,85.0,1.4
carotte#,16.012037931044425,3.3380902603765317,244.0,102.0,27.0,4.0,90.0,2.7
carotte#moins rouge~plus vert~,15.0,3.0,228.15142573769685,114.16047989162305,36.62891401402351,4.0,90.0,2.7
carotte#,16.62900470875198,11.285551531388913,235.64132623113326,110.90667759934368,18.484967741192992,4.961912380165663,96.90411244579835,1.844341818617332
carotte#,11.440163382868441,3.3472095897800838,244.0,102.0,27.0,4.0,90.0,2.7
carotte#plus rouge~,15.0,3.0,262.2587169805983,105.38906746790076,29.937639706857983,4.0,90.0,2.7
carotte#,8.209656338697723,13.057493876839175,233.15541852603704,101.39088808250514,34.554207961523176,3.6647083807884924,90.70914472650628,3.0322757672742213
carotte#fin~,16.878665540946105,1.3813888957675213,244.0,102.0,27.0,4.0,90.0,2.7
carotte#,15.0,3.0,251.98383181450782,96.9644030913004,36.907957435049326,4.0,90.0,2.7
carotte#,3.283264174797681,1.3800090063083508,256.392760619641,115.68750154393882,27.720975808411485,5.145729117922411,93.24720321180344,2.8471819643371488
carotte#,18.239785046977474,4.2552769211925145,244.0,102.0,27.0,4.0,90.0,2.7
carotte#,15.0,3.0,249.496700020856,107.09311083123777,36.97582822795533,4.0,90.0,2.7
carotte#,21.97158831945805,-0.23950073483720669,252.59453377453647,98.24403176766363,22.335547606895304,2.95236552661067,88.8416286140834,3.863670928530624
carotte#fin~,15.564191746389804,1.0338462390344483,244.0,102.0,27.0,4.0,90.0,2.7
carotte#moins vert~,15.0,3.0,251.5707715240341,90.77497284484791,17.538769117484463,4.0,90.0,2.7
carotte#,17.781378598662307,13.233193936226776,264.2885550868406,100.03549601764833,47.68399493481213,5.173996211689641,90.0682671454213,2.4768134698629787
carotte#,14.641001034358055,2.600726997482928,244.0,102.0,27.0,4.0,90.0,2.7
carotte#,15.0,3.0,246.4037417671007,96.48955165765898,23.077403991460024,4.0,90.0,2.7
carotte#,23.37842490504952,1.7690289151085719,239.1479681806855,98.42081450156974,36.885758588378195,3.265809562471242,85.4980863710389,2.964008231213639
carotte#long~fin~,25.501491663782826,0.938433394568218,244.0,102.0,27.0,4.0,90.0,2.7
carotte#,15.0,3.0,250.16464321342846,110.1695669150436,30.46166474128542,4.0,90.0,2.7
carotte#,8.23774937935638,8.520614480470607,231.38729502796278,101.55113165900177,13.460565065280806,3.8569070529897314,93.88667890925832,2.160290713463678
carotte#,21.61903438447775,1.9403154605728208,244.0,102.0,27.0,4.0,90.0,2.7
carotte#moins vert~,15.0,3.0,250.46877767273944,91.5183522412155,36.86693166009193,4.0,90.0,2.7
carotte#,23.68284747179554,5.548964654652874,236.82860450889189,95.81240064093987,30.76307658854477,4.07952506703067,96.3916860413558,2.5317027653874353
carotte#,8.49240913199161,2.180439089365195,244.0,102.0,27.0,4.0,90.0,2.7
carotte#moins rouge~moins bleu~,15.0,3.0,230.5418285516044,110.68956317902425,14.370789511343537,4.0,90.0,2.7
carotte#,8.53770629542879,-5.227386872891367,235.0551302319412,111.83526236618755,19.268734951582214,4.404627702393947,88.61485282567595,2.9347018555613866
carotte#,20.859126098554317,2.6903377796949,244.0,102.0,27.0,4.0,90.0,2.7
carotte#,15.0,3.0,244.05800130726183,95.54055010246665,22.876295742701338,4.0,90.0,2.7
carotte#,-0.8504343091037541,1.9214709564367438,244.84365365667088,114.98338750599454,18.38666974480673,3.720736680104288,90.70674618842789,3.2710069616832014
carotte#long~fin~,27.370361526320018,0.5969487840561718,244.0,102.0,27.0,4.0,90.0,2.7
carotte#moins vert~moins bleu~,15.0,3.0,247.90183818266792,84.24326469981548,14.247647403819748,4.0,90.0,2.7
carotte#,19.434431164664645,11.503703985897655,232.74189432633338,92.87318362339497,27.551473767240264,4.550871710775575,89.46459292550713,2.8536893844280087
carotte#fin~,15.344961633831897,0.5722158809077635,244.0,102.0,27.0,4.0,90.0,2.7
carotte#,15.0,3.0,247.79902005492258,110.00883814061912,27.084316823900405,4.0,90.0,2.7
carotte#,13.885332610049643,6.288426028408291,252.18558005729378,101.91181492745773,46.527755964280786,5.833806553541541,87.72240272888446,3.0765171924036254
carotte#large~,21.699510562594625,4.518206531148655,244.0,102.0,27.0,4.0,90.0,2.7
carotte#plus vert~,15.0,3.0,251.30851552122132,112.27503299356663,31.989396787542766,4.0,90.0,2.7
carotte#,8.79997572936276,-2.395013910391647,242.95491972288087,85.40159228329084,26.99528191261381,3.1158537102708834,90.60132993292711,2.2391991707403363
carotte#long~,23.761843786416517,1.7995377902395782,244.0,102.0,27.0,4.0,90.0,2.7
carotte#,15.0,3.0,247.80562307003476,106.8813203351265,30.26471560784539,4.0,90.0,2.7
carotte#,27.745470189275814,4.4820478524550875,223.45649044334849,116.11726145700588,43.855009551129996,2.0079237801966565,85.99331858413828,3.5677176756529563
carotte#fin~,12.4717166974055,0.18841866372106075,244.0,102.0,27.0,4.0,90.0,2.7
carotte#moins rouge~moins bleu~,15.0,3.0,233.1446715599335,92.07663177374856,6.21289764198314,4.0,90.0,2.7
